county,transport,birthcert,work,lost,disability,family,applied,other,identifier,age,black,latino,asian,other_race,relocation,id_capable,hardship,female,white
CALDWELL,1,0,0,0,0,0,0,1,CALDWELL-14,68,0,0,0,0,0,0,1,1,1
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-15,63,0,1,0,0,0,1,0,1,0
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-16,49,0,0,0,0,0,1,0,1,1
CALDWELL,0,0,0,0,0,0,0,1,CALDWELL-17,47,0,0,0,0,0,1,0,1,1
CALDWELL,0,0,0,0,0,1,0,0,CALDWELL-18,58,0,1,0,0,0,0,1,0,0
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-19,38,0,0,0,0,0,1,0,1,1
CALDWELL,0,0,0,0,0,0,0,1,CALDWELL-20,53,0,0,0,0,1,0,0,0,1
CALDWELL,0,0,0,0,0,1,0,0,CALDWELL-21,54,0,0,0,0,0,0,1,0,1
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-22,30,0,0,0,0,0,1,0,0,1
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-23,25,0,1,0,0,0,1,0,0,0
CALDWELL,0,0,1,0,0,0,0,0,CALDWELL-24,47,0,0,0,0,0,0,1,1,1
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-25,54,0,1,0,0,0,1,0,0,0
CALDWELL,0,0,0,1,0,0,0,0,CALDWELL-26,21,1,0,0,0,0,1,0,1,0
CALDWELL,1,0,0,1,0,0,0,0,CALDWELL-28,81,0,1,0,0,0,1,0,1,0
CALDWELL,0,0,0,0,0,0,0,1,CALDWELL-29,11,0,0,0,0,0,0,0,0,1
CALDWELL,0,0,0,0,0,0,0,0,CALDWELL-30,54,0,0,0,0,0,0,1,NA,1
CALDWELL,1,0,0,0,1,0,0,0,CALDWELL-31,51,0,0,0,0,0,0,1,0,1
CALHOUN,0,0,0,0,0,0,0,1,CALHOUN-1,59,0,0,0,1,0,1,0,0,0
CALHOUN,0,0,0,0,0,0,0,1,CALHOUN-2,49,0,0,0,0,0,1,0,0,1
CALHOUN,0,0,0,0,1,0,0,0,CALHOUN-3,84,0,0,0,0,0,0,1,1,1
CALHOUN,0,0,0,1,0,0,0,0,CALHOUN-4,50,0,1,0,0,0,1,0,0,0
CALHOUN,0,0,0,0,0,0,0,0,CALHOUN-5,14,0,0,0,0,0,0,1,0,1
CALHOUN,0,0,0,0,0,0,0,1,CALHOUN-6,82,0,0,0,0,0,0,0,NA,1
CALHOUN,1,0,0,0,0,0,0,0,CALHOUN-7,14,0,1,0,0,0,0,1,1,0
CALHOUN,0,0,0,0,0,0,0,1,CALHOUN-8,11,0,1,0,0,0,0,0,0,0
CALHOUN,0,1,0,0,0,0,0,0,CALHOUN-9,65,0,1,0,0,0,0,1,0,0
CALLAHAN,0,0,0,1,0,0,0,0,CALLAHAN-1,34,0,0,0,0,0,1,0,0,1
CALLAHAN,0,0,0,0,0,0,0,1,CALLAHAN-2,49,0,0,0,0,0,0,0,0,1
CALLAHAN,0,0,0,0,1,0,0,0,CALLAHAN-3,75,0,0,0,0,0,0,1,1,1
CALLAHAN,0,0,1,0,0,0,0,0,CALLAHAN-4,37,0,0,0,0,0,0,1,1,1
CALLAHAN,0,0,0,1,0,0,0,0,CALLAHAN-5,47,0,0,0,0,0,1,0,1,1
CALLAHAN,0,0,0,0,0,1,0,0,CALLAHAN-6,52,0,0,0,0,0,0,1,0,1
CALLAHAN,0,0,0,0,0,1,0,0,CALLAHAN-7,59,0,0,0,0,0,0,1,1,1
CALLAHAN,0,1,0,0,1,0,0,0,CALLAHAN-8,12,0,0,0,0,0,0,1,0,1
CALLAHAN,0,0,0,0,0,0,0,1,CALLAHAN-9,57,0,0,0,0,0,1,0,1,1
CALLAHAN,0,0,0,1,0,0,0,0,CALLAHAN-10,28,0,0,0,0,0,1,0,0,1
CALLAHAN,0,0,0,1,0,0,0,0,CALLAHAN-11,32,0,0,0,0,0,1,0,1,1
CALLAHAN,0,1,0,0,0,0,0,0,CALLAHAN-12,58,0,0,0,0,0,0,1,1,1
CALLAHAN,0,0,0,1,0,0,0,0,CALLAHAN-13,30,0,0,0,0,0,1,0,0,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-10,75,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-11,17.5,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-12,11,0,1,0,0,0,0,0,0,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-13,37,0,0,0,0,0,0,1,1,1
CAMERON,0,0,0,0,1,0,0,0,CAMERON-14,56,0,0,0,0,0,0,1,0,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-15,30,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,1,0,0,1,CAMERON-16,73,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-17,80,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-18,34,0,1,0,0,0,0,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-19,36,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-20,59.5,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-21,26,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-22,64,0,1,0,0,0,0,1,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-23,23,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-24,10,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-25,51,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-26,25,0,0,0,0,0,0,0,1,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-27,NA,0,0,0,0,0,1,0,0,1
CAMERON,0,0,0,1,0,0,0,0,CAMERON-28,44,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-29,NA,0,1,0,0,0,1,0,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-30,11,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-31,27,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-32,11,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-33,56,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,1,0,0,CAMERON-34,19,0,1,0,0,0,0,1,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-35,52,0,0,0,0,0,0,1,0,1
CAMERON,0,0,0,1,0,0,0,0,CAMERON-36,14,0,1,0,0,0,1,0,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-37,13,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-38,31,0,1,0,0,0,0,0,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-39,28,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-40,NA,0,0,0,0,0,1,0,0,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-41,20,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-42,58,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-43,69,0,1,0,0,0,0,0,0,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-44,12,0,1,0,0,0,0,1,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-45,33,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-46,31,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,1,0,CAMERON-47,18,0,1,0,0,1,0,0,1,0
CAMERON,1,0,0,0,0,0,0,0,CAMERON-48,11,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-49,24,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-50,30,0,0,0,0,0,0,1,0,1
CAMERON,0,0,0,0,1,0,0,0,CAMERON-51,21,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-52,13,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-53,13,0,1,0,0,0,0,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-54,13,0,1,0,0,0,0,0,1,0
CAMERON,0,1,0,0,0,0,0,0,CAMERON-55,44,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-56,61,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-57,25,0,1,0,0,0,1,0,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-58,50,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-59,66,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-60,75,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-61,79,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-62,76,0,1,0,0,1,0,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-63,NA,0,0,0,0,0,0,1,0,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-64,50,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,0,0,1,1,CAMERON-65,11,0,1,0,0,1,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-66,55,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,1,0,CAMERON-67,21,0,1,0,0,1,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-68,46,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-69,11,0,1,0,0,0,0,0,1,0
CAMERON,0,0,1,0,0,1,0,0,CAMERON-70,74,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-71,49,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-72,50,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-73,22,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-74,70,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-77,NA,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-78,57,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-79,67,0,1,0,0,1,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-80,12,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-81,75,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-82,19,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-83,49,0,0,0,0,0,1,0,1,1
CAMERON,0,0,0,1,0,0,0,0,CAMERON-84,23,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-85,47,0,0,0,0,0,1,0,1,1
CAMERON,0,0,1,0,0,0,0,0,CAMERON-86,28,0,0,1,0,0,0,1,NA,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-87,44,0,1,0,0,0,1,0,0,0
CAMERON,0,0,1,0,0,1,0,0,CAMERON-88,31,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-89,56,0,0,0,0,0,1,0,0,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-90,27,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-91,86,0,0,0,0,0,0,1,1,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-92,57,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-107,20,0,0,0,0,0,1,0,1,1
CAMERON,0,0,1,0,0,0,0,0,CAMERON-108,NA,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-109,34,0,0,0,0,0,1,0,1,1
CAMERON,0,0,0,0,1,0,0,0,CAMERON-113,70,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-114,11,0,1,0,0,0,0,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-115,40,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-116,42,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-117,11,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-118,52,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-119,49,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-120,11,0,1,0,0,0,0,0,1,0
CAMERON,1,0,0,0,0,0,0,0,CAMERON-121,80,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-122,18,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-123,11,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-124,32,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-125,29,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-126,45.66666793823242,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-127,39,0,0,0,0,0,1,0,1,1
CAMERON,0,0,0,0,0,0,0,1,CAMERON-128,50,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-129,22,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-130,58,0,1,0,0,1,0,0,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-131,24,0,0,0,0,0,0,1,1,1
CAMERON,0,1,0,0,0,0,0,0,CAMERON-132,33,0,1,0,0,0,0,1,0,0
CAMERON,0,1,0,0,0,0,0,0,CAMERON-133,78,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,1,0,0,CAMERON-134,29,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,0,0,0,1,0,CAMERON-135,32,0,1,0,0,1,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-136,85,0,0,0,0,0,1,0,1,1
CAMERON,0,0,0,0,1,0,0,1,CAMERON-137,49,0,0,0,0,1,0,0,NA,1
CAMERON,1,0,0,0,0,0,0,0,CAMERON-138,11,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-139,22,0,0,0,1,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-140,27,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-141,12,0,1,0,0,0,0,1,1,0
CAMERON,0,1,0,0,0,0,0,0,CAMERON-142,40,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-143,11,0,1,0,0,0,1,0,1,0
CAMERON,0,0,1,0,0,0,0,0,CAMERON-144,NA,0,0,0,0,0,0,1,0,1
CAMERON,0,0,0,0,0,1,0,0,CAMERON-145,28,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-146,13.5,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-147,23,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-148,13,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-149,13,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-150,47,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-151,32,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-152,14,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-153,59,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-154,24,0,1,0,0,0,1,0,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-155,58.5,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,1,0,0,0,CAMERON-156,57,0,1,0,0,0,0,1,1,0
CAMERON,0,0,0,0,0,0,0,0,CAMERON-157,73,0,1,0,0,0,0,1,0,0
CAMERON,0,0,0,1,0,0,0,0,CAMERON-158,21,0,1,0,0,0,1,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-159,82,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-160,NA,0,1,0,0,0,0,0,1,0
CAMERON,0,0,0,0,0,0,0,1,CAMERON-161,16,0,1,0,0,0,0,0,0,0
CAMERON,0,1,0,0,0,0,0,0,CAMERON-162,13,0,1,0,0,0,0,1,1,0
CAMP,0,0,0,0,1,0,0,0,CAMP-1,70,0,0,0,0,0,0,0,1,1
CAMP,0,0,0,0,1,0,0,0,CAMP-2,50,0,0,0,0,0,0,1,0,1
CASS,0,0,0,0,0,0,1,0,CASS-1,NA,1,0,0,0,1,0,0,1,0
CASS,0,0,0,0,0,0,1,0,CASS-2,25,0,0,0,0,1,0,0,1,1
CASS,0,0,0,0,0,0,1,0,CASS-3,11,0,0,0,0,1,0,0,0,1
CASS,0,0,0,0,1,0,0,0,CASS-4,15,0,0,0,0,0,0,1,0,1
CASS,0,0,0,1,0,0,0,0,CASS-5,80,0,0,0,0,0,1,0,1,1
CHAMBERS,0,0,0,1,0,0,0,0,CHAMBERS-1,11,0,0,0,0,0,1,0,1,1
CHAMBERS,0,0,0,1,0,0,0,0,CHAMBERS-2,36,0,0,0,0,0,1,0,1,1
CHAMBERS,0,0,0,1,0,0,0,1,CHAMBERS-3,32,0,0,0,0,0,1,0,0,1
CHAMBERS,0,0,0,1,0,0,0,0,CHAMBERS-4,41,0,0,0,0,0,1,0,1,1
CHAMBERS,0,0,0,0,1,1,0,0,CHAMBERS-5,51,0,0,0,0,0,0,1,1,1
CHAMBERS,0,0,0,1,0,0,0,0,CHAMBERS-6,NA,0,0,0,0,0,1,0,1,1
CHAMBERS,0,0,0,1,0,0,0,0,CHAMBERS-7,24,0,0,0,0,0,1,0,1,1
CHAMBERS,0,0,0,0,0,0,0,1,CHAMBERS-8,12,0,0,0,0,0,0,1,0,1
CHEROKEE,0,0,0,0,1,0,0,0,CHEROKEE-1,66,0,0,0,0,0,0,1,0,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-2,24,0,0,0,1,0,1,0,0,0
CHEROKEE,0,0,0,0,0,0,0,1,CHEROKEE-3,54,1,0,0,0,0,1,0,1,0
CHEROKEE,0,0,0,0,0,0,0,1,CHEROKEE-4,12,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-5,29,0,0,0,0,0,1,0,0,1
CHEROKEE,0,0,0,0,0,0,1,0,CHEROKEE-6,53,0,0,0,0,1,0,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-7,58,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-8,31,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-9,29,0,0,0,0,0,1,0,1,1
CHEROKEE,0,1,0,1,0,0,0,0,CHEROKEE-10,30,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-11,60,1,0,0,0,0,1,0,0,0
CHEROKEE,0,0,0,0,0,0,1,0,CHEROKEE-12,25,0,1,0,0,1,0,0,1,0
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-13,27,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-14,62,1,0,0,0,0,1,0,1,0
CHEROKEE,0,0,0,0,1,0,0,0,CHEROKEE-15,83,0,0,0,0,0,0,1,0,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-16,28,0,1,0,0,0,1,0,0,0
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-17,77,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-18,15,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-19,30,0,0,0,0,0,1,0,0,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-20,59,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-21,59,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-22,24,0,0,0,0,0,1,0,0,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-23,73,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-24,78,0,0,0,0,0,1,0,0,1
CHEROKEE,0,0,0,0,1,0,0,0,CHEROKEE-25,62,0,0,0,0,0,0,1,1,1
CHEROKEE,0,0,0,0,0,0,0,1,CHEROKEE-26,38,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-27,69,0,0,0,0,0,1,0,0,1
CHEROKEE,0,0,0,0,0,0,0,1,CHEROKEE-28,11,0,1,0,0,0,0,0,1,0
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-29,67,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-30,84,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-31,78,0,0,0,0,0,1,0,1,1
CHEROKEE,1,0,0,0,0,0,0,0,CHEROKEE-32,60,0,0,0,0,0,0,1,0,1
CHEROKEE,0,0,0,0,1,0,0,0,CHEROKEE-33,11,1,0,0,0,0,0,1,0,0
CHEROKEE,0,0,0,0,0,0,0,1,CHEROKEE-34,82,1,0,0,0,1,0,0,NA,0
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-35,NA,0,0,0,1,1,1,0,1,0
CHEROKEE,0,0,0,0,1,0,0,0,CHEROKEE-36,12,0,0,0,1,0,0,1,0,0
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-37,79,0,0,0,0,0,1,0,0,1
CHEROKEE,0,0,0,0,0,0,0,1,CHEROKEE-38,67,0,0,0,0,0,1,0,1,1
CHEROKEE,0,0,0,1,1,0,0,0,CHEROKEE-39,55,1,0,0,0,0,1,0,1,0
CHEROKEE,0,1,0,0,0,0,0,0,CHEROKEE-41,25,0,0,0,0,0,0,1,0,1
CHEROKEE,0,0,0,1,0,0,0,0,CHEROKEE-42,42,0,0,0,0,0,1,0,1,1
CLAY,0,0,0,1,1,0,0,0,CLAY-1,39,0,0,0,0,0,1,0,1,1
COCHRAN,1,0,0,1,1,0,0,0,COCHRAN-1,52,0,1,0,0,0,1,0,1,0
COKE,1,0,0,0,0,0,0,0,COKE-1,12,0,0,0,0,0,0,1,0,1
COLEMAN,0,0,0,1,0,0,0,0,COLEMAN-1,34,0,0,0,0,0,1,0,0,1
COLEMAN,1,0,0,0,0,0,0,0,COLEMAN-2,68,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,0,0,1,0,0,COLLIN-1,21.5,0,0,0,0,1,0,0,1,1
COLLIN,0,0,0,0,1,0,0,0,COLLIN-2,37.5,0,0,0,1,0,0,1,1,0
COLLIN,0,0,0,0,0,0,0,1,COLLIN-3,89,0,0,0,0,0,0,0,1,1
COLLIN,0,0,0,1,0,0,0,0,COLLIN-4,43,0,0,0,0,0,1,0,1,1
COLLIN,0,0,1,0,0,0,0,1,COLLIN-5,NA,0,0,0,0,0,0,1,0,1
COLLIN,0,0,0,1,0,0,0,0,COLLIN-6,30,0,0,0,0,0,1,0,1,1
COLLIN,0,0,0,0,1,0,0,0,COLLIN-7,87,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,1,0,0,0,0,COLLIN-8,57,0,0,0,0,0,1,0,1,1
COLLIN,1,0,0,0,1,0,0,0,COLLIN-9,65,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,1,0,0,0,0,COLLIN-10,73,0,0,0,0,0,1,0,0,1
COLLIN,0,0,0,0,0,1,0,0,COLLIN-11,26,0,0,0,0,0,0,1,1,1
COLLIN,0,0,1,0,0,0,1,0,COLLIN-12,38,0,0,0,0,1,0,0,0,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-13,81,0,0,0,0,1,0,0,1,1
COLLIN,0,0,0,1,0,0,0,0,COLLIN-14,NA,0,0,0,0,0,1,0,0,1
COLLIN,0,0,0,0,0,1,0,0,COLLIN-15,31,0,0,0,0,0,0,1,0,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-16,27.5,0,0,0,0,1,0,0,NA,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-17,75,0,0,0,0,1,0,0,1,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-18,14,0,0,0,0,1,0,0,0,1
COLLIN,0,0,1,0,0,0,0,0,COLLIN-19,38,0,0,0,0,0,0,1,1,1
COLLIN,0,0,1,0,0,0,0,0,COLLIN-20,36,0,0,0,0,0,0,1,0,1
COLLIN,0,0,0,0,0,0,1,1,COLLIN-21,71,0,0,0,0,1,0,0,1,1
COLLIN,0,0,1,0,0,0,0,1,COLLIN-22,24,1,0,0,0,0,0,0,0,0
COLLIN,0,0,0,0,0,0,1,0,COLLIN-23,52,0,0,0,0,1,0,0,NA,1
COLLIN,0,0,0,0,0,0,0,1,COLLIN-24,31,0,0,0,0,0,1,0,0,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-25,31,0,0,0,0,1,0,0,1,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-26,78,0,0,0,0,1,0,0,1,1
COLLIN,0,0,0,1,0,0,0,0,COLLIN-27,40,0,1,0,0,0,1,0,0,0
COLLIN,0,0,0,0,0,0,1,0,COLLIN-28,14,0,0,0,0,1,0,0,0,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-29,37,0,0,0,0,1,0,0,1,1
COLLIN,0,1,0,0,0,0,0,0,COLLIN-30,24,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-31,63,0,0,0,0,1,0,0,1,1
COLLIN,0,0,0,0,1,0,0,0,COLLIN-32,32,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-33,51,0,0,0,0,1,0,0,1,1
COLLIN,0,0,1,0,0,0,0,0,COLLIN-34,45,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-35,27,0,0,0,0,1,0,0,1,1
COLLIN,0,0,1,0,0,0,0,0,COLLIN-36,21,0,0,0,0,0,0,1,1,1
COLLIN,0,0,0,0,0,0,1,0,COLLIN-37,22,0,0,0,0,1,0,0,0,1
COLLIN,0,0,0,0,1,0,0,0,COLLIN-38,61,0,0,0,0,0,0,1,1,1
