county,transport,birthcert,work,lost,disability,family,applied,other,identifier,age,black,latino,asian,other_race,relocation,id_capable,hardship,female,white
ANDERSON,0,0,0,0,0,0,0,1,ANDERSON-1,39,0,0,0,0,0,0,1,0,1
ANDERSON,0,0,0,0,1,0,0,0,ANDERSON-2,77,0,0,0,0,0,0,1,1,1
ANDERSON,0,0,0,1,0,0,0,0,ANDERSON-3,14,0,0,0,0,0,1,0,0,1
ANDERSON,0,0,0,1,0,0,0,0,ANDERSON-4,NA,0,0,0,0,0,1,0,1,1
ANDERSON,0,0,0,0,1,0,0,0,ANDERSON-5,67,0,0,0,0,0,0,1,1,1
ANDERSON,0,0,0,1,0,0,0,0,ANDERSON-6,77,1,0,0,0,0,1,0,1,0
ANDERSON,0,0,0,1,0,0,0,0,ANDERSON-7,34,0,1,0,0,0,1,0,1,0
ANDERSON,1,0,0,0,0,0,0,0,ANDERSON-8,71,0,0,0,0,0,0,1,1,1
ANDERSON,0,0,0,1,0,0,0,0,ANDERSON-9,72,0,0,0,0,0,1,0,1,1
ANDREWS,0,0,0,0,0,0,0,1,ANDREWS-1,22,0,0,0,0,1,0,0,1,1
ANDREWS,0,0,0,0,0,0,0,1,ANDREWS-2,42,0,1,0,0,1,0,0,1,0
ANDREWS,0,0,0,1,0,0,0,0,ANDREWS-3,44,0,0,0,0,0,1,0,0,1
ANDREWS,1,0,0,0,0,0,0,0,ANDREWS-4,31,0,1,0,0,0,0,1,1,0
ANDREWS,0,0,0,1,0,0,0,0,ANDREWS-5,24,0,0,0,0,0,1,0,1,1
ANDREWS,0,0,0,1,0,0,0,0,ANDREWS-6,38,0,0,0,0,0,1,0,0,1
ANDREWS,0,0,0,0,0,0,1,0,ANDREWS-7,44,0,0,0,0,1,0,0,0,1
ANDREWS,0,0,0,1,0,0,0,0,ANDREWS-8,27,0,0,0,0,0,1,0,0,1
ANDREWS,0,0,0,0,0,0,0,1,ANDREWS-9,22,0,1,0,0,0,0,0,1,0
ANDREWS,0,0,0,1,0,0,0,0,ANDREWS-10,42,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-1,19,0,1,0,0,0,1,0,0,0
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-2,13,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,0,1,0,0,0,ANGELINA-3,36,0,0,0,0,0,0,1,1,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-4,14,1,0,0,0,1,0,0,1,0
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-5,38,0,0,0,0,0,1,0,1,1
ANGELINA,1,0,0,1,0,0,0,0,ANGELINA-6,63,0,0,0,0,0,1,0,0,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-7,26,0,1,0,0,0,1,0,0,0
ANGELINA,0,0,0,0,1,0,0,0,ANGELINA-8,51,0,0,0,0,0,0,1,1,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-9,90,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-10,18,0,0,0,0,1,0,0,0,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-11,16,0,0,0,0,0,1,0,1,1
ANGELINA,1,0,0,0,0,0,0,0,ANGELINA-12,48,1,0,0,0,0,0,1,0,0
ANGELINA,0,0,0,0,1,0,0,0,ANGELINA-13,71,0,0,0,0,0,0,1,0,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-14,14,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-15,20,0,0,0,0,1,0,0,0,1
ANGELINA,0,0,1,0,0,0,0,0,ANGELINA-16,16,0,0,0,0,0,0,1,0,1
ANGELINA,0,0,0,1,1,0,0,0,ANGELINA-17,36,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-18,17,0,0,0,0,0,0,0,1,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-19,19,0,0,0,0,0,0,0,0,1
ANGELINA,0,0,1,0,0,0,0,0,ANGELINA-20,19,0,0,0,0,0,0,1,1,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-21,57,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-22,43,0,0,0,0,0,1,0,0,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-23,68,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-24,15,1,0,0,0,0,1,0,1,0
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-25,11,0,1,0,0,0,0,1,0,0
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-26,21,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,0,1,0,0,0,ANGELINA-27,27,0,0,0,0,0,0,1,0,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-28,41,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,0,0,0,0,1,ANGELINA-29,54,1,0,0,0,0,0,0,1,0
ANGELINA,0,0,0,0,0,0,0,0,ANGELINA-30,42,0,0,0,0,0,0,1,1,1
ANGELINA,1,0,0,0,0,0,0,0,ANGELINA-31,11,0,0,0,0,0,0,1,0,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-32,17,0,0,0,0,0,1,0,1,1
ANGELINA,0,0,0,1,0,0,0,0,ANGELINA-33,66,0,0,0,0,0,1,0,0,1
ARANSAS,0,0,0,1,0,0,0,0,ARANSAS-1,NA,0,0,0,0,0,1,0,0,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-2,47,0,0,0,0,1,0,0,1,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-3,64,0,0,0,0,1,0,0,1,1
ARANSAS,0,0,0,0,1,0,0,0,ARANSAS-4,NA,0,0,0,0,0,0,1,0,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-5,52,0,0,0,0,0,0,1,1,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-6,74,0,0,0,0,0,0,0,1,1
ARANSAS,0,0,0,0,1,0,0,0,ARANSAS-7,50,0,0,0,0,0,0,1,1,1
ARANSAS,0,0,0,0,0,0,1,0,ARANSAS-8,63,0,0,0,0,1,0,0,1,1
ARANSAS,0,1,0,0,0,0,0,0,ARANSAS-9,41,0,0,0,0,0,0,1,1,1
ARANSAS,1,0,0,0,0,0,0,0,ARANSAS-10,80,0,0,0,0,0,0,1,1,1
ARANSAS,0,0,1,0,0,0,0,0,ARANSAS-11,14,0,0,0,0,0,0,1,1,1
ARANSAS,0,0,0,1,0,0,0,0,ARANSAS-12,35,0,0,0,0,0,1,0,1,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-13,47,0,0,0,0,1,0,0,0,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-14,31,0,0,0,0,1,0,0,1,1
ARANSAS,0,0,1,0,0,0,0,0,ARANSAS-15,30,0,0,0,0,0,0,1,0,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-16,72,0,0,0,0,1,0,0,1,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-17,79,0,0,0,0,1,0,0,0,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-18,55,0,0,0,0,1,0,0,0,1
ARANSAS,0,0,0,1,0,0,0,0,ARANSAS-19,70,0,0,0,0,0,1,0,NA,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-20,18,0,0,0,0,1,0,0,1,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-21,NA,0,0,0,0,1,0,0,0,1
ARANSAS,0,0,0,1,0,0,0,0,ARANSAS-22,56,0,0,0,0,0,1,0,1,1
ARANSAS,0,1,0,0,0,0,0,0,ARANSAS-23,58,0,0,0,0,0,0,1,NA,1
ARANSAS,0,0,1,0,0,0,0,0,ARANSAS-24,NA,0,0,0,0,0,0,1,0,1
ARANSAS,0,1,0,0,0,0,0,0,ARANSAS-25,31,0,0,0,0,0,0,1,0,1
ARANSAS,1,0,0,0,1,0,0,0,ARANSAS-26,46,0,0,0,0,0,0,1,1,1
ARANSAS,0,0,0,0,0,0,0,1,ARANSAS-27,57,0,0,0,0,1,0,0,1,1
ARANSAS,0,0,1,0,0,0,0,0,ARANSAS-28,44,0,0,0,0,0,0,1,0,1
ARCHER,0,0,0,1,0,0,0,0,ARCHER-1,56,0,0,0,0,0,1,0,0,1
ARCHER,0,0,0,0,0,0,0,1,ARCHER-2,21,0,0,0,0,0,1,0,1,1
ARCHER,0,0,0,1,0,0,0,0,ARCHER-3,73,0,0,0,0,0,1,0,1,1
ARCHER,0,0,0,0,1,0,0,0,ARCHER-4,75,0,0,0,0,0,0,1,1,1
ARCHER,0,1,0,0,1,0,0,0,ARCHER-5,55,0,0,0,0,0,0,1,1,1
ARCHER,0,0,0,0,0,0,0,1,ARCHER-6,15,0,1,0,0,0,0,1,0,0
ARCHER,0,0,0,0,0,0,0,1,ARCHER-7,39,0,0,0,0,0,1,0,1,1
ARCHER,0,0,0,0,0,0,0,1,ARCHER-8,39,0,0,0,0,0,1,0,1,1
ATASCOSA,0,1,0,0,0,0,0,0,ATASCOSA-1,63,0,1,0,0,0,0,1,0,0
ATASCOSA,0,0,0,1,0,0,0,0,ATASCOSA-2,47,0,0,0,0,0,1,0,1,1
ATASCOSA,0,0,0,0,1,0,0,0,ATASCOSA-3,63,0,1,0,0,0,0,1,1,0
ATASCOSA,0,0,1,0,0,0,0,0,ATASCOSA-4,49,0,1,0,0,0,0,1,1,0
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-5,33,0,0,0,0,0,0,1,1,1
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-6,75,0,0,0,0,0,1,0,1,1
ATASCOSA,0,0,0,1,0,0,0,0,ATASCOSA-7,30,0,1,0,0,0,1,0,1,0
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-8,61,0,1,0,0,0,1,0,1,0
ATASCOSA,0,0,1,0,0,0,0,0,ATASCOSA-9,24,0,0,0,0,0,0,1,0,1
ATASCOSA,0,0,0,1,0,0,0,0,ATASCOSA-10,24,0,0,0,0,0,1,0,1,1
ATASCOSA,0,0,0,1,0,0,0,0,ATASCOSA-11,28,0,1,0,0,0,1,0,1,0
ATASCOSA,1,1,0,1,0,1,0,0,ATASCOSA-12,34,0,0,0,0,0,1,0,0,1
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-13,61,0,1,0,0,0,1,0,1,0
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-14,58,0,1,0,0,0,1,0,NA,0
ATASCOSA,0,0,0,0,1,0,0,0,ATASCOSA-15,74,0,0,0,0,0,0,1,1,1
ATASCOSA,0,0,0,0,1,0,0,0,ATASCOSA-16,75,0,0,0,0,0,0,1,0,1
ATASCOSA,0,0,0,0,1,0,0,0,ATASCOSA-17,63,0,1,0,0,0,0,1,1,0
ATASCOSA,0,0,0,0,1,0,0,0,ATASCOSA-18,62,0,1,0,0,0,0,1,1,0
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-19,23,0,1,0,0,0,0,0,1,0
ATASCOSA,1,0,0,0,0,0,0,0,ATASCOSA-20,11,0,1,0,0,0,0,1,0,0
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-21,71,0,0,0,0,0,0,0,0,1
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-22,44,0,0,0,0,1,0,0,0,1
ATASCOSA,0,0,0,1,0,0,0,0,ATASCOSA-23,23,0,0,0,0,0,1,0,0,1
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-24,11,0,0,0,0,0,1,0,1,1
ATASCOSA,1,0,0,0,1,1,0,0,ATASCOSA-25,74,0,0,0,0,0,0,1,1,1
ATASCOSA,0,0,0,0,0,0,0,1,ATASCOSA-26,71,0,1,0,0,0,1,0,1,0
ATASCOSA,0,1,0,0,0,0,0,0,ATASCOSA-27,59,0,0,0,0,0,0,1,1,1
ATASCOSA,0,0,0,0,1,0,0,0,ATASCOSA-28,54,0,1,0,0,0,0,1,1,0
ATASCOSA,0,1,0,0,0,0,0,0,ATASCOSA-29,76,0,0,0,0,0,0,1,1,1
ATASCOSA,0,1,0,0,0,0,0,0,ATASCOSA-30,86,0,1,0,0,0,0,1,1,0
ATASCOSA,0,1,0,0,0,0,0,0,ATASCOSA-31,63,0,0,0,0,0,0,1,1,1
ATASCOSA,0,1,0,0,0,0,0,0,ATASCOSA-32,66,0,0,0,0,0,0,1,1,1
ATASCOSA,0,0,0,0,0,0,0,0,ATASCOSA-33,26,0,1,0,0,0,0,1,1,0
AUSTIN,0,0,0,0,0,0,0,1,AUSTIN-1,27,0,0,0,0,0,0,1,1,1
AUSTIN,0,0,0,1,0,0,0,0,AUSTIN-2,64,0,0,0,0,0,1,0,0,1
AUSTIN,0,1,0,0,1,0,0,0,AUSTIN-3,56,0,0,0,0,0,0,1,0,1
AUSTIN,0,0,0,0,0,0,0,1,AUSTIN-4,13,0,0,0,0,0,0,1,0,1
AUSTIN,0,1,0,0,0,0,0,0,AUSTIN-5,11,0,0,0,0,0,0,1,0,1
AUSTIN,0,0,0,1,1,0,0,0,AUSTIN-6,84,0,0,0,0,0,1,0,1,1
AUSTIN,0,0,0,0,1,0,0,0,AUSTIN-7,86,0,0,0,0,0,0,1,1,1
AUSTIN,0,0,0,1,0,0,0,0,AUSTIN-8,45,0,0,0,0,0,1,0,0,1
AUSTIN,0,0,0,0,1,0,0,0,AUSTIN-9,51,0,0,0,0,0,0,1,0,1
AUSTIN,0,0,0,1,0,0,0,0,AUSTIN-10,76,0,0,0,0,0,1,0,0,1
AUSTIN,0,0,0,0,1,0,0,0,AUSTIN-11,58,0,0,0,0,0,0,1,1,1
AUSTIN,1,1,0,0,0,0,0,1,AUSTIN-12,77,0,0,0,0,0,0,0,1,1
AUSTIN,0,0,0,0,0,0,0,1,AUSTIN-13,11,0,0,0,0,0,0,0,0,1
AUSTIN,0,0,0,1,0,0,0,0,AUSTIN-14,37,0,0,0,0,0,1,0,1,1
AUSTIN,0,0,0,1,0,0,0,0,AUSTIN-15,24,0,0,0,0,0,1,0,1,1
AUSTIN,0,0,0,1,0,0,0,0,AUSTIN-16,28,0,0,0,0,0,1,0,1,1
BAILEY,0,0,0,1,0,0,0,0,BAILEY-1,31,0,1,0,0,0,1,0,1,0
BAILEY,0,0,0,1,0,0,0,0,BAILEY-2,25,0,0,0,0,0,1,0,1,1
BANDERA,0,0,0,1,0,0,0,0,BANDERA-1,13,0,0,0,0,0,1,0,1,1
BANDERA,0,0,0,1,0,0,0,0,BANDERA-2,56,0,0,0,0,0,1,0,1,1
BANDERA,0,0,0,0,0,0,0,1,BANDERA-3,68,0,0,0,0,1,0,0,1,1
BANDERA,0,0,0,0,1,0,0,0,BANDERA-4,50,0,0,0,0,0,0,1,0,1
BANDERA,0,0,0,1,0,0,0,0,BANDERA-5,47,0,0,0,0,0,1,0,1,1
BASTROP,1,0,0,0,0,0,0,0,BASTROP-1,11,0,0,0,1,0,0,1,0,0
BASTROP,0,0,0,1,0,0,0,0,BASTROP-2,70,0,0,0,0,0,1,0,0,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-3,34,0,0,0,0,0,1,0,1,1
BASTROP,0,1,0,0,0,0,0,0,BASTROP-4,57,0,0,0,0,0,0,1,1,1
BASTROP,0,0,1,0,0,0,0,0,BASTROP-5,36,0,0,0,0,0,0,1,0,1
BASTROP,0,0,0,0,0,0,0,1,BASTROP-6,13,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-7,45,0,0,0,0,0,1,0,1,1
BASTROP,1,1,0,0,0,0,0,0,BASTROP-8,12,0,0,0,0,0,0,1,0,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-9,33,0,0,0,0,0,1,0,1,1
BASTROP,0,1,0,0,0,0,0,0,BASTROP-10,47,0,0,0,0,0,0,1,0,1
BASTROP,1,1,1,1,1,0,0,0,BASTROP-11,63,0,0,0,0,0,1,0,1,1
BASTROP,0,0,0,0,0,0,0,1,BASTROP-12,44,0,0,0,0,1,0,0,0,1
BASTROP,0,0,0,0,0,0,0,1,BASTROP-13,78,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-14,80,0,0,0,0,0,1,0,0,1
BASTROP,0,1,0,0,0,0,0,0,BASTROP-15,34,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,1,1,0,0,0,BASTROP-16,55,0,0,0,0,0,1,0,0,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-17,51,0,0,0,0,0,1,0,1,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-18,30,1,0,0,0,0,1,0,0,0
BASTROP,0,0,0,0,0,0,0,1,BASTROP-19,50,0,0,0,0,1,0,0,0,1
BASTROP,0,0,0,0,0,0,0,1,BASTROP-20,49,0,0,0,0,1,0,0,0,1
BASTROP,0,0,1,0,0,0,0,0,BASTROP-21,35,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,0,0,0,0,1,BASTROP-22,42,0,0,0,0,1,0,0,0,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-23,49,0,0,0,0,0,1,0,1,1
BASTROP,0,0,1,0,0,0,0,0,BASTROP-24,45,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,0,0,1,0,0,BASTROP-25,19,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,0,0,0,0,1,BASTROP-26,11,0,0,0,0,0,0,0,1,1
BASTROP,0,0,0,0,1,0,0,0,BASTROP-27,55,0,0,0,0,0,0,1,1,1
BASTROP,1,0,0,0,0,0,0,0,BASTROP-28,93,0,0,0,0,0,0,1,1,1
BASTROP,1,1,1,1,1,0,0,0,BASTROP-29,63,0,0,0,0,0,1,0,1,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-30,12,0,1,0,0,0,1,0,1,0
BASTROP,0,0,0,1,0,0,0,0,BASTROP-31,37,0,0,0,0,0,1,0,1,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-32,60,0,0,0,0,0,1,0,1,1
BASTROP,0,0,0,1,0,0,0,0,BASTROP-33,75,0,0,0,1,0,1,0,1,0
BASTROP,0,0,0,1,0,0,0,0,BASTROP-34,72,0,0,0,0,0,1,0,0,1
BASTROP,0,0,1,0,0,0,0,0,BASTROP-35,35,0,0,0,0,0,0,1,1,1
BASTROP,0,0,1,0,0,0,0,0,BASTROP-36,34,0,0,0,0,0,0,1,1,1
BASTROP,1,0,1,0,0,0,0,0,BASTROP-37,NA,0,1,0,0,0,0,1,1,0
BASTROP,0,0,0,0,0,0,0,1,BASTROP-38,11,0,1,0,0,0,0,0,1,0
BASTROP,0,1,0,0,0,0,0,0,BASTROP-39,54,0,0,0,1,0,0,1,0,0
BASTROP,0,1,0,0,0,0,0,0,BASTROP-40,23,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,0,0,0,1,0,BASTROP-41,18,0,0,0,0,1,0,0,1,1
BEE,0,0,0,0,1,0,0,0,BEE-1,51,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,BELL-1,18,0,0,0,0,0,1,0,1,1
BELL,0,0,1,0,0,0,0,0,BELL-2,22,0,0,0,1,0,0,1,0,0
BELL,0,0,0,0,1,0,0,0,BELL-3,52,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,BELL-4,NA,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,0,1,BELL-5,11,0,0,0,0,1,0,0,1,1
BELL,0,0,0,1,0,0,0,0,BELL-6,19,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-7,31,0,0,0,0,1,0,0,1,1
BELL,0,0,0,1,0,0,0,0,BELL-8,76,0,0,0,0,0,1,0,0,1
BELL,1,0,1,0,0,0,0,0,BELL-9,32,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,BELL-10,48,1,0,0,0,0,1,0,1,0
BELL,0,0,0,1,0,0,0,0,BELL-11,24,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-12,53,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,1,0,0,BELL-13,42,0,0,0,0,0,0,1,1,1
BELL,0,0,1,0,0,0,0,0,BELL-14,37,0,0,0,0,0,0,1,0,1
BELL,0,0,0,1,0,0,0,0,BELL-15,27,1,0,0,0,0,1,0,1,0
BELL,0,0,0,0,1,0,0,0,BELL-16,56,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,0,1,BELL-17,26,0,0,0,0,0,0,1,1,1
BELL,0,0,1,0,0,0,0,1,BELL-18,23,0,0,0,0,1,0,0,0,1
BELL,0,0,0,0,0,0,0,1,BELL-19,19,0,0,0,0,0,0,1,NA,1
BELL,1,1,0,0,0,0,0,1,BELL-20,30,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,BELL-21,20,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,0,0,0,0,BELL-22,23,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-23,19,0,0,0,0,1,0,0,1,1
BELL,1,0,1,1,1,0,0,0,BELL-24,54,0,0,0,0,0,1,0,0,1
BELL,0,0,0,0,1,0,0,0,BELL-25,75,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,0,1,BELL-26,34,1,0,0,0,1,0,0,0,0
BELL,1,0,0,0,0,0,0,0,BELL-27,50,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,BELL-28,23,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,1,0,0,0,BELL-29,30,1,0,0,0,0,1,0,1,0
BELL,0,0,0,0,1,0,0,0,BELL-30,NA,0,1,0,0,0,0,1,0,0
BELL,0,0,0,0,0,0,1,0,BELL-31,46,0,0,0,0,1,0,0,NA,1
BELL,0,0,0,1,0,0,0,0,BELL-32,18,0,0,0,0,0,1,0,1,1
BELL,0,1,0,0,0,0,0,0,BELL-33,53,0,0,0,0,0,0,1,0,1
BELL,0,0,0,1,0,0,0,0,BELL-34,18,0,1,0,0,0,1,0,1,0
BELL,0,0,0,0,1,0,0,0,BELL-35,74,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,BELL-36,83,0,0,0,0,0,0,1,1,1
BELL,0,0,1,0,0,0,0,0,BELL-37,74,0,1,0,0,0,0,1,0,0
BELL,1,0,0,0,0,0,0,0,BELL-38,72,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,BELL-39,35,0,0,0,0,0,0,1,1,1
BELL,1,0,0,0,0,0,0,0,BELL-40,36,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,1,0,0,0,BELL-41,30,1,0,0,0,0,0,1,0,0
BELL,0,0,0,0,0,0,0,1,BELL-42,38,0,0,0,0,1,0,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-43,24,0,0,0,0,0,0,0,0,1
BELL,0,0,0,0,0,1,0,0,BELL-44,11,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,BELL-45,32,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,1,0,0,BELL-46,28,1,0,0,0,0,0,1,1,0
BELL,1,0,0,0,1,0,0,0,BELL-47,61,0,0,0,0,0,0,1,1,1
BELL,1,0,0,0,0,0,0,0,BELL-48,50,0,0,0,0,0,0,1,0,1
BELL,0,0,0,0,1,0,0,0,BELL-49,66,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,1,0,BELL-50,24,1,0,0,0,1,0,0,1,0
BELL,0,0,0,0,1,0,0,0,BELL-51,13,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,1,0,0,BELL-52,28,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,1,0,BELL-53,28,1,0,0,0,1,0,0,1,0
BELL,0,1,0,0,0,0,0,0,BELL-54,11,0,1,0,0,0,0,1,0,0
BELL,0,0,0,0,0,0,0,1,BELL-55,30,0,1,0,0,0,0,0,1,0
BELL,0,0,0,0,0,0,0,1,BELL-56,57,0,0,0,0,1,0,0,0,1
BELL,0,0,0,0,0,0,0,1,BELL-57,43,0,0,0,0,1,0,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-58,NA,0,0,0,0,0,0,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-59,NA,0,0,0,0,0,0,0,0,1
BELL,0,0,0,0,0,0,0,1,BELL-60,32,0,0,0,0,0,0,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-61,15,0,0,0,0,0,0,0,0,1
BELL,0,0,0,0,0,0,0,1,BELL-62,30,0,0,0,0,1,0,0,0,1
BELL,0,0,0,0,0,0,0,0,BELL-63,38,1,0,0,0,0,0,1,NA,0
BELL,0,1,0,0,0,0,0,0,BELL-64,36,0,0,0,0,0,0,1,0,1
BELL,0,0,0,0,0,0,0,1,BELL-65,15,0,0,0,0,0,0,0,1,1
BELL,0,0,0,0,0,0,0,1,BELL-66,29,0,0,0,0,1,0,0,NA,1
BELL,0,0,0,1,0,0,0,0,BELL-67,13,0,0,0,0,0,1,0,0,1
BELL,0,0,1,0,0,0,0,0,BELL-68,17,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,BELL-69,49,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,0,0,0,0,BELL-70,84,0,0,0,0,0,1,0,1,1
BELL,0,1,0,0,0,0,0,0,BELL-71,78,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,BELL-72,27,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,0,0,0,0,BELL-73,80,0,0,0,0,0,1,0,1,1
BEXAR,0,0,0,1,0,0,0,0,BEXAR-1,46,0,0,0,0,0,1,0,1,1
BEXAR,0,0,0,0,0,0,0,1,BEXAR-2,30,0,1,0,0,0,0,0,1,0
BEXAR,0,0,0,0,0,0,1,0,BEXAR-3,41.66666793823242,0,1,0,0,1,0,0,1,0
BEXAR,0,0,0,0,0,0,0,0,BEXAR-4,51,0,0,0,0,0,0,1,0,1
BEXAR,0,0,0,0,0,0,0,0,BEXAR-5,86,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,0,0,0,0,1,BEXAR-6,29.200000762939453,0,1,0,0,0,0,0,0,0
BEXAR,0,0,0,0,0,0,0,1,BEXAR-7,23,0,0,0,1,0,0,0,NA,0
BEXAR,0,0,0,0,0,0,0,1,BEXAR-8,17,0,0,0,1,0,0,0,1,0
BEXAR,0,0,0,1,0,0,0,0,BEXAR-9,38,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,1,0,0,0,0,BEXAR-10,39.93333435058594,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,0,0,0,1,0,BEXAR-11,15,0,1,0,0,1,0,0,1,0
BEXAR,0,0,0,1,0,0,0,0,BEXAR-12,72,0,1,0,0,0,1,0,0,0
BEXAR,0,0,1,0,0,0,0,0,BEXAR-13,41,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,BEXAR-14,67,0,1,0,0,0,0,1,1,0
BEXAR,0,1,0,0,0,0,0,0,BEXAR-15,12,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,1,0,0,0,0,BEXAR-16,50,0,1,0,0,0,1,0,1,0
BEXAR,1,0,0,0,1,0,0,0,BEXAR-17,50,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,BEXAR-18,49,0,0,0,0,0,0,0,NA,1
