county,transport,birthcert,work,lost,disability,family,applied,other,age,black,latino,asian,other_race,relocation,id_capable,hardship,female,white
DALLAS,0,0,0,1,0,0,0,0,41,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,1,0,0,0,81,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,0,0,48,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,19.66666603088379,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,34,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,0,1,0,0,0,54,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,55,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,64,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,54,0,0,0,0,0,1,0,NA,1
DALLAS,0,0,0,0,0,0,0,1,62,0,0,1,0,0,1,0,0,0
DALLAS,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,55,0,0,0,0,1,0,0,NA,1
DALLAS,0,0,1,0,0,0,0,0,26,1,0,0,0,0,0,1,1,0
DALLAS,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,1,0,1
DALLAS,0,0,1,0,0,0,0,0,28,1,0,0,0,0,0,1,NA,0
DALLAS,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,1
DALLAS,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,0,1,0,0,0,41,1,0,0,0,0,0,1,1,0
DALLAS,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,1,NA,1
DALLAS,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,1,0,24,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,27,0,0,1,0,0,0,1,0,0
DALLAS,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,1,0,1
DALLAS,0,0,1,0,0,0,0,0,42,0,0,0,0,1,0,0,0,1
DALLAS,0,0,1,0,0,0,0,0,15,0,0,1,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,1,0,30,0,0,1,0,1,0,0,1,0
DALLAS,1,0,0,0,0,0,0,0,38,1,0,0,0,1,0,0,1,0
DALLAS,0,1,0,0,0,0,0,0,42,1,0,0,0,0,0,1,1,0
DALLAS,0,0,1,0,0,0,0,0,27,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,0,0,1,0,0,29,0,0,1,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,41,0,0,0,0,1,0,0,0,1
DALLAS,0,0,1,0,0,0,0,0,24,0,1,0,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,20,1,0,0,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,1,0,32,0,0,0,0,1,0,0,1,1
DALLAS,0,1,0,0,0,0,0,0,39,0,1,0,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,43,0,0,0,0,0,1,0,0,1
DALLAS,0,0,1,0,0,0,0,0,51,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,49,0,0,0,0,0,0,1,1,1
DALLAS,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,84,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,1,0,25,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,44,0,0,0,0,1,0,0,0,1
DALLAS,0,0,1,0,0,0,0,0,21,1,0,0,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,35,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,23,1,0,0,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0,1,0,0
DALLAS,0,0,1,0,0,0,0,0,36,0,0,0,1,0,0,1,1,0
DALLAS,0,0,1,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,0,0,0,0,1,36,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,24,1,0,0,0,0,1,0,NA,0
DALLAS,0,0,0,0,0,0,0,1,35,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,24,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,45,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,34,1,0,0,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,45,0,1,0,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,28,0,0,0,1,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,55,0,0,0,1,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,30,0,0,0,0,1,0,0,0,1
DALLAS,0,0,1,0,0,0,0,0,38,1,0,0,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,43,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,41,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,59,0,0,1,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,1,0,0,0,0,18,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,1,0,33,1,0,0,0,1,0,0,1,0
DALLAS,0,0,0,0,1,0,0,0,49,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,0,1,21,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,70,0,0,1,0,1,0,0,NA,0
DALLAS,1,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,15,1,0,0,0,1,0,0,0,0
DALLAS,0,0,0,0,0,1,0,0,29,0,0,1,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,0,0,1
DALLAS,0,0,1,0,0,0,0,0,32,0,0,1,0,1,0,0,0,0
DALLAS,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,46,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,27,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,70,1,0,0,0,0,1,0,1,0
DALLAS,1,0,0,1,1,0,0,0,57,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,1,0,0,0,42.25,0,1,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,34,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,22,0,0,0,1,0,1,0,0,0
DALLAS,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,36,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,1,0,13,0,1,0,0,1,0,0,0,0
DALLAS,0,0,0,0,0,0,1,0,11,0,1,0,0,1,0,0,1,0
DALLAS,0,0,0,1,0,0,0,0,59,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,36,0,0,0,1,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,48,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,35,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,63,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,30,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,28,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,50,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,1,0,0,0,81,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,1,0,0,0,81,0,0,0,0,0,0,1,NA,1
DALLAS,0,0,0,1,0,0,0,0,55,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,0,0,39,0,0,0,0,0,1,0,0,1
DALLAS,0,1,0,0,0,0,0,0,33,0,1,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,36,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,1,1
DALLAS,0,0,0,0,0,1,0,0,68,0,0,0,1,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,1
DALLAS,0,0,0,1,0,0,0,0,34.33333206176758,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,30,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,20,0,0,0,1,0,1,0,NA,0
DALLAS,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,1,0,0
DALLAS,0,0,0,1,0,0,0,0,79,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,18,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,53,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,43,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,20,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,59,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,16,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,13,0,0,0,0,0,1,0,NA,1
DALLAS,0,0,0,0,0,0,0,1,13,0,0,0,1,1,0,0,0,0
DALLAS,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,NA,1
DALLAS,0,0,0,0,0,0,1,0,18,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,26,0,1,0,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,26.66666603088379,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,1,0,42,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,0,1,0,0,0,50,0,1,0,0,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,32.33333206176758,1,0,0,0,0,0,0,0,0
DALLAS,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,0,NA,1
DALLAS,0,0,0,0,0,0,0,1,46,1,0,0,0,1,0,0,0,0
DALLAS,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,1,NA,1
DALLAS,0,0,0,0,0,0,0,1,29,0,0,0,0,0,1,0,1,1
DALLAS,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,1,0,0,0,58,1,0,0,0,0,0,1,0,0
DALLAS,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,0,1,27,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,23,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,16,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,1,0,0,0,0,21.5,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,18,0,1,0,0,1,0,0,1,0
DALLAS,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,1,1,0
DALLAS,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,1,0,0,0,50,0,0,0,1,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,45,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,1,1,44,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,28,0,0,0,0,1,0,0,0,1
DALLAS,0,0,1,0,0,0,0,0,22,0,0,0,1,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,24.25,0,0,0,0,0,0,1,NA,1
DALLAS,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,18,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,0,0,0,0,1,27,1,0,0,0,1,0,0,0,0
DALLAS,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,1,0,0,0,0,46,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,56,0,0,0,0,0,1,0,NA,1
DALLAS,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,40,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,1,1
DALLAS,1,0,0,0,1,0,0,0,66,0,1,0,0,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,1,1
DALLAS,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,15,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1
DALLAS,0,0,0,1,0,0,0,0,52,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,18,0,1,0,0,0,1,0,0,0
DALLAS,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,1,0,0,0,0,13,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,56,0,0,0,0,0,1,0,1,1
DALLAS,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,1,0,1
DALLAS,1,0,0,0,0,0,0,1,16,0,1,0,0,1,0,0,1,0
DALLAS,0,0,0,1,0,0,0,0,45,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,0,1,12,1,0,0,0,1,0,0,NA,0
DALLAS,0,0,0,1,0,0,1,0,18,0,1,0,0,1,1,0,1,0
DALLAS,0,0,0,0,0,0,1,0,17,0,0,0,1,1,0,0,1,0
DALLAS,0,0,0,1,0,0,0,0,24,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,13,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,11,0,0,0,1,1,0,0,1,0
DALLAS,0,0,0,0,1,0,0,0,77,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0,0,1
DALLAS,0,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,54,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,64,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,1,0,0,0
DALLAS,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,22,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,1,0,52,1,0,0,0,1,0,0,1,0
DALLAS,0,0,0,1,0,0,0,0,52,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,0,0,1,0,0,51.5,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,14,1,0,0,0,0,1,0,0,0
DALLAS,0,1,1,0,0,0,0,0,37.33333206176758,0,1,0,0,0,0,1,1,0
DALLAS,0,1,0,0,0,0,0,0,72,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,11,1,0,0,0,0,1,0,1,0
DALLAS,0,0,1,1,0,0,0,0,35,1,0,0,0,1,1,0,1,0
DALLAS,0,0,1,0,0,0,0,0,63,0,1,0,0,0,0,1,0,0
DALLAS,0,0,0,1,0,0,0,0,16,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0
DALLAS,0,0,1,0,0,0,0,0,29,0,1,0,0,0,0,1,NA,0
DALLAS,0,0,0,1,0,0,0,0,15,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,11,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,48,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,11,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,13,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,13,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,56,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,1,0,0,0,52,0,1,0,0,0,0,1,0,0
DALLAS,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,0,0,23,0,1,0,0,0,1,0,1,0
DALLAS,0,1,0,0,0,0,0,1,57,0,0,0,1,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,63,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,54,0,1,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,15,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,1,1,0
DALLAS,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,1,0,0,0,40,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,0,0,0,0,1,41,0,1,0,0,1,0,0,1,0
DALLAS,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,11,0,0,0,1,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,72,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,1,0
DALLAS,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,0,0,47,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,1,0
DALLAS,1,0,1,0,0,0,0,0,11,0,0,1,0,0,0,1,0,0
DALLAS,0,0,0,1,0,0,0,0,40,0,0,0,0,0,1,0,0,1
DALLAS,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,1,0,1
DALLAS,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,1,0,0,26,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,36,0,0,0,0,0,1,0,0,1
DALLAS,1,0,0,1,0,0,0,0,47,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,17,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,1,0,0,0,66,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,1,0,0,0,69,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,0,1,0,29,0,0,0,0,1,0,0,NA,1
DALLAS,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1,0,0,1
DALLAS,1,0,0,0,0,0,0,1,60,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,1,0,0,0,0,12,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,53,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,1,0,58,0,0,0,0,1,1,0,1,1
DALLAS,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,0,0,16,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,14,1,0,0,0,0,1,0,1,0
DALLAS,1,0,1,0,0,1,0,0,22,0,0,0,0,0,0,1,1,1
DALLAS,0,0,1,0,0,0,0,0,37,1,0,0,0,0,0,1,1,0
DALLAS,1,0,0,0,0,0,0,0,14,0,0,0,1,0,0,1,1,0
DALLAS,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1
DALLAS,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,0,1
DALLAS,1,0,0,0,0,0,0,0,65,1,0,0,0,0,0,1,0,0
DALLAS,0,0,0,0,0,0,0,1,28.33333396911621,1,0,0,0,1,0,0,0,0
DALLAS,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,1,0
DALLAS,0,0,0,1,0,0,0,0,18,0,0,0,1,0,1,0,0,0
DALLAS,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,1,NA,1
DALLAS,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,1,0,0,0,0,58,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,11,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,1,0,0
DALLAS,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,0,0,0,0,1,29,0,0,0,0,1,0,0,1,1
DALLAS,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,0,0,1,18,1,0,0,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,1,0,1
DALLAS,1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,1,1,0
DALLAS,0,0,1,0,0,0,0,0,42,1,0,0,0,0,0,1,0,0
DALLAS,0,0,0,0,0,0,0,1,22,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,41,0,1,0,0,0,1,0,1,0
DALLAS,1,0,0,0,1,0,0,0,20,1,0,0,0,0,0,1,0,0
DALLAS,0,0,1,0,0,0,0,0,21,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,47,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,58,0,0,0,0,0,1,0,0,1
DALLAS,0,0,1,0,0,1,0,0,18,0,0,0,0,0,0,1,0,1
DALLAS,0,0,0,1,0,0,0,0,19,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,0,1,58,0,0,0,0,0,1,0,1,1
DALLAS,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,0,0,1,49,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,43,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,78,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,1,0,0,0,0,75,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,0,0,0,0,1,54,0,0,0,0,0,1,0,NA,1
DALLAS,0,0,0,0,0,0,0,1,52,1,0,0,0,0,0,0,0,0
DALLAS,0,0,0,1,0,0,0,0,32.5,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,51,1,0,0,0,0,1,0,0,0
DALLAS,1,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0
DALLAS,0,0,0,1,0,0,0,0,59.5,1,0,0,0,0,1,0,NA,0
DALLAS,0,0,0,1,0,0,0,0,18,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,11,0,0,0,1,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,48,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,0,0,0,0,1,59,1,0,0,0,0,0,0,0,0
DALLAS,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,1
DALLAS,0,0,0,1,0,0,0,1,42,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,14,0,0,0,0,0,1,0,0,1
DALLAS,0,0,0,1,0,0,0,0,40,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,1,0,0,0,0,16,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,27,0,1,0,0,0,0,0,1,0
DALLAS,0,0,0,1,0,0,0,0,23,0,0,0,1,0,1,0,1,0
DALLAS,0,0,0,0,0,0,1,0,23,1,0,0,0,1,0,0,1,0
DALLAS,0,0,1,0,0,0,0,0,32,0,1,0,0,0,0,1,0,0
DALLAS,0,0,0,1,0,0,0,0,11,1,0,0,0,0,1,0,1,0
DALLAS,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,1,1,0
DALLAS,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,1,0,0,0,0,39,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,24,1,0,0,0,1,0,0,1,0
DALLAS,0,0,0,0,0,0,0,1,44,1,0,0,0,1,0,0,0,0
DALLAS,0,0,0,1,0,0,0,0,13,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,1,0,85,0,0,0,0,1,0,0,1,1
DALLAS,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,0,0,1
DALLAS,0,0,0,1,0,0,0,0,36,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,12,0,0,0,1,1,0,0,0,0
DALLAS,0,0,0,1,0,0,0,0,34,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,1,0,0,0,83,0,0,0,0,0,0,1,1,1
DALLAS,0,0,0,1,0,0,0,0,23,1,0,0,0,0,1,0,0,0
DALLAS,0,0,0,1,0,0,0,0,70,0,0,0,0,0,1,0,1,1
DALLAS,0,0,0,1,0,0,0,0,11,1,0,0,0,0,1,0,1,0
DALLAS,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,1,NA,1
DALLAS,0,0,0,0,0,0,0,1,26,0,0,1,0,1,0,0,0,0
DALLAS,0,0,0,0,0,0,0,1,79,0,0,0,0,0,1,0,1,1
