county,transport,birthcert,work,lost,disability,family,applied,other,age,black,latino,asian,other_race,relocation,id_capable,hardship,female,white
BASTROP,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,1,1,1
BASTROP,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,1,1,1
BASTROP,1,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,1,1,0
BASTROP,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0
BASTROP,0,1,0,0,0,0,0,0,54,0,0,0,1,0,0,1,0,0
BASTROP,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,1,1,1
BASTROP,0,0,0,0,0,0,1,0,18,0,0,0,0,1,0,0,1,1
BEE,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,1,1
BELL,0,0,1,0,0,0,0,0,22,0,0,0,1,0,0,1,0,0
BELL,0,0,0,0,1,0,0,0,52,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,1,1
BELL,0,0,0,1,0,0,0,0,19,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,0,0,1,31,0,0,0,0,1,0,0,1,1
BELL,0,0,0,1,0,0,0,0,76,0,0,0,0,0,1,0,0,1
BELL,1,0,1,0,0,0,0,0,32,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,48,1,0,0,0,0,1,0,1,0
BELL,0,0,0,1,0,0,0,0,24,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,0,0,1,53,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,1,1,1
BELL,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,1,0,1
BELL,0,0,0,1,0,0,0,0,27,1,0,0,0,0,1,0,1,0
BELL,0,0,0,0,1,0,0,0,56,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,1,1,1
BELL,0,0,1,0,0,0,0,1,23,0,0,0,0,1,0,0,0,1
BELL,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,1,NA,1
BELL,1,1,0,0,0,0,0,1,30,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,20,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,0,0,0,0,23,0,0,0,0,0,1,0,1,1
BELL,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,1,1
BELL,1,0,1,1,1,0,0,0,54,0,0,0,0,0,1,0,0,1
BELL,0,0,0,0,1,0,0,0,75,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,0,1,34,1,0,0,0,1,0,0,0,0
BELL,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,23,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,1,0,0,0,30,1,0,0,0,0,1,0,1,0
BELL,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,0,1,0,0
BELL,0,0,0,0,0,0,1,0,46,0,0,0,0,1,0,0,NA,1
BELL,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,1,1
BELL,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,1
BELL,0,0,0,1,0,0,0,0,18,0,1,0,0,0,1,0,1,0
BELL,0,0,0,0,1,0,0,0,74,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,83,0,0,0,0,0,0,1,1,1
BELL,0,0,1,0,0,0,0,0,74,0,1,0,0,0,0,1,0,0
BELL,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,1,1,1
BELL,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0
BELL,0,0,0,0,0,0,0,1,38,0,0,0,0,1,0,0,1,1
BELL,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,1
BELL,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,1,1,1
BELL,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,1,0,0,28,1,0,0,0,0,0,1,1,0
BELL,1,0,0,0,1,0,0,0,61,0,0,0,0,0,0,1,1,1
BELL,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,1
BELL,0,0,0,0,1,0,0,0,66,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,1,0,24,1,0,0,0,1,0,0,1,0
BELL,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,1,1,1
BELL,0,0,0,0,0,0,1,0,28,1,0,0,0,1,0,0,1,0
BELL,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0
BELL,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,0,1,0
BELL,0,0,0,0,0,0,0,1,57,0,0,0,0,1,0,0,0,1
BELL,0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,0,1,1
BELL,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,1
BELL,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1
BELL,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,1,1
BELL,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1
BELL,0,0,0,0,0,0,0,1,30,0,0,0,0,1,0,0,0,1
BELL,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,1,NA,0
BELL,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,1
BELL,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,1,1
BELL,0,0,0,0,0,0,0,1,29,0,0,0,0,1,0,0,NA,1
BELL,0,0,0,1,0,0,0,0,13,0,0,0,0,0,1,0,0,1
BELL,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,49,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,0,0,0,0,84,0,0,0,0,0,1,0,1,1
BELL,0,1,0,0,0,0,0,0,78,0,0,0,0,0,0,1,1,1
BELL,0,0,0,1,0,0,0,0,27,0,0,0,0,0,1,0,1,1
BELL,0,0,0,1,0,0,0,0,80,0,0,0,0,0,1,0,1,1
BEXAR,0,0,0,1,0,0,0,0,46,0,0,0,0,0,1,0,1,1
BEXAR,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,0,1,0
BEXAR,0,0,0,0,0,0,1,0,41.66666793823242,0,1,0,0,1,0,0,1,0
BEXAR,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,1
BEXAR,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,0,0,0,0,1,29.200000762939453,0,1,0,0,0,0,0,0,0
BEXAR,0,0,0,0,0,0,0,1,23,0,0,0,1,0,0,0,NA,0
BEXAR,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,1,0
BEXAR,0,0,0,1,0,0,0,0,38,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,1,0,0,0,0,39.93333435058594,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,0,0,0,1,0,15,0,1,0,0,1,0,0,1,0
BEXAR,0,0,0,1,0,0,0,0,72,0,1,0,0,0,1,0,0,0
BEXAR,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,67,0,1,0,0,0,0,1,1,0
BEXAR,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,1,0,0,0,0,50,0,1,0,0,0,1,0,1,0
BEXAR,1,0,0,0,1,0,0,0,50,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,NA,1
BEXAR,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,1,1,0
BEXAR,1,0,0,0,0,0,0,0,78,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,1,0,0,0,1,35,0,1,0,0,0,1,0,1,0
BEXAR,0,0,0,0,0,0,0,1,39,0,1,0,0,0,1,0,1,0
BEXAR,0,0,0,1,0,0,0,0,18,0,1,0,0,0,1,0,0,0
BEXAR,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,88,0,1,0,0,0,0,0,1,0
BEXAR,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,1
BEXAR,0,0,0,0,0,0,0,1,54,0,0,0,0,0,1,0,1,1
BEXAR,0,1,0,0,0,0,0,0,63,1,0,0,0,0,0,1,1,0
BEXAR,0,0,0,0,0,0,0,1,66,0,0,0,0,0,1,0,1,1
BEXAR,0,0,0,0,1,0,0,0,71,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1
BEXAR,0,0,0,1,0,0,0,0,33,0,1,0,0,0,1,0,0,0
BEXAR,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,1
BEXAR,0,0,0,1,0,0,0,0,53,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,1,0,0,0,0,47,0,0,0,0,0,1,0,1,1
BEXAR,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,1,NA,1
BEXAR,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,1,NA,1
BEXAR,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,1,1,1
BEXAR,1,0,0,0,1,1,0,0,72,0,1,0,0,0,0,1,1,0
BEXAR,0,0,1,0,0,0,0,0,44,0,0,0,0,1,0,0,0,1
BEXAR,0,0,0,0,1,0,0,0,13,0,1,0,0,0,0,1,0,0
BEXAR,0,0,1,0,1,1,0,0,22,0,0,0,0,0,0,1,1,1
BEXAR,0,0,0,0,0,0,0,1,29,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,0,0,0,0,1,45,0,1,0,0,0,0,0,0,0
BEXAR,0,0,0,0,1,0,0,0,59.5,0,1,0,0,0,0,1,0,0
BEXAR,0,0,0,0,0,0,0,1,19,0,1,0,0,1,0,0,1,0
BEXAR,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,0,1,1,0,0,71.66666412353516,0,1,0,0,0,0,1,1,0
BEXAR,1,0,0,1,1,0,0,0,14,0,1,0,0,0,1,0,0,0
BEXAR,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,1,0,0,0,0,20,0,0,0,1,0,1,0,0,0
BEXAR,0,0,0,0,0,0,0,1,16,0,0,1,0,1,0,0,1,0
BEXAR,1,0,0,0,0,0,0,1,12,0,0,0,0,1,0,0,0,1
BEXAR,0,0,0,1,0,0,0,0,13,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,0,0,0,0,1,12,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,0,0,0,0,1,16,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,0,1
BEXAR,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1
BEXAR,0,0,0,0,1,0,0,0,43,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,0,0,1
BEXAR,0,0,0,0,0,0,0,1,55,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,1,1
BEXAR,0,0,0,0,0,0,0,1,44,0,1,0,0,0,1,0,0,0
BEXAR,0,0,0,1,0,0,0,0,47,0,1,0,0,0,1,0,1,0
BEXAR,0,0,0,0,1,0,0,0,66,0,1,0,0,0,0,1,1,0
BEXAR,0,0,0,0,1,0,0,0,80,0,1,0,0,0,0,1,0,0
BEXAR,0,0,0,0,0,0,0,1,58,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,0,1,0,0,0,46,0,0,0,0,1,0,0,1,1
BEXAR,0,0,0,1,0,0,0,0,38,0,1,0,0,0,1,0,1,0
BEXAR,0,0,0,0,0,0,1,0,36,0,0,0,0,1,0,0,0,1
